seq_id	ENC	CAI	FOP	GC	GC3s	tAI
lcl|EQ966233.1_cds_EED85936.1_1 [locus_tag=POSPLDRAFT_91257] [protein=predicted protein] [protein_id=EED85936.1] [location=join(5935..6007,6095..6372,6430..6592,6626..7251)] [gbkey=CDS]	51.7551084185108	0.7848340785672565	0.49591280653950953	0.6234567901234568	0.7029972752043597	0.629769123314365
lcl|EQ966233.1_cds_EED85937.1_2 [locus_tag=POSPLDRAFT_91261] [protein=predicted protein] [protein_id=EED85937.1] [location=join(17609..17632,17691..19199,19743..19898,20101..20322,20487..20603,20849..21014,21107..21130,21299..21378,21615..21890)] [gbkey=CDS]	54.68472652265944	0.7670718812348825	0.44772447724477243	0.5588006230529595	0.6322263222632226	0.6092876705570914
lcl|EQ966233.1_cds_EED86015.1_3 [locus_tag=POSPLDRAFT_91262] [protein=predicted protein] [protein_id=EED86015.1] [location=complement(join(22030..22073,22132..22243,22288..22332,22552..22898,22939..22957,23018..23338))] [gbkey=CDS]	54.47600054243324	0.7471656244217176	0.41754385964912283	0.5430839002267573	0.543859649122807	0.5949202250847699
lcl|EQ966233.1_cds_EED86016.1_4 [locus_tag=POSPLDRAFT_91263] [protein=predicted protein] [protein_id=EED86016.1] [location=complement(join(24741..25553,25611..26564))] [gbkey=CDS]	52.062958305886994	0.793622995493525	0.49559082892416223	0.58603066439523	0.6490299823633157	0.6155854474664941
lcl|EQ966233.1_cds_EED86017.1_5 [locus_tag=POSPLDRAFT_91265] [protein=predicted protein] [protein_id=EED86017.1] [location=complement(join(30038..30377,30659..30765,30823..31776))] [gbkey=CDS]	53.02992328301646	0.7732521252487482	0.43820224719101125	0.603584229390681	0.6134831460674157	0.6154892255455451
lcl|EQ966233.1_cds_EED85938.1_6 [locus_tag=POSPLDRAFT_91266] [protein=predicted protein] [protein_id=EED85938.1] [location=join(32166..32224,32285..32538,33495..33931)] [gbkey=CDS]	51.146875965065135	0.7870183495017514	0.5191489361702127	0.5631720430107527	0.6851063829787234	0.6143844770981476
lcl|EQ966233.1_cds_EED86018.1_7 [locus_tag=POSPLDRAFT_91268] [protein=predicted protein] [protein_id=EED86018.1] [location=complement(join(39602..40064,40145..40350,40415..40624))] [gbkey=CDS]	52.91418014189624	0.7601161217658868	0.4664310954063604	0.584192439862543	0.6678445229681979	0.6151946655939743
lcl|EQ966233.1_cds_EED86019.1_8 [locus_tag=POSPLDRAFT_91269] [protein=predicted protein] [protein_id=EED86019.1] [location=complement(join(42017..42097,42161..42482,42531..42736,42784..42917,42950..43001))] [gbkey=CDS]	52.95610476443277	0.7854123268170857	0.4921259842519685	0.5564005069708492	0.6417322834645669	0.6086632902730453
lcl|EQ966233.1_cds_EED85939.1_9 [locus_tag=POSPLDRAFT_91270] [protein=predicted protein] [protein_id=EED85939.1] [location=join(43479..43560,43746..43802,44029..44843)] [gbkey=CDS]	54.491480153100156	0.7480803226984933	0.42857142857142855	0.6160337552742616	0.5941558441558441	0.6098391096308408
lcl|EQ966233.1_cds_EED86020.1_10 [locus_tag=POSPLDRAFT_87648] [db_xref=InterPro:IPR001248] [protein=predicted protein] [protein_id=EED86020.1] [location=complement(join(47695..47865,47921..48049,48112..48192,48252..48327,48385..48617,48712..48714,48849..49097,49176..49194,49249..49319,49372..49591,49647..49750,49809..49934))] [gbkey=CDS]	53.826316146787136	0.7624826402439856	0.4551422319474836	0.5331978319783198	0.6039387308533917	0.6158046396328642
