seq_id,Ala,Arg,Asn,Asp,Cys,Gln,Glu,Gly,His,Ile,Leu,Lys,Met,Phe,Pro,Ser,Thr,Trp,Tyr,Val
lcl|CM001196.1_cds_EGP92790.1_1 [locus_tag=MYCGRDRAFT_32211] [db_xref=JGIDB:Mycgr3_32211] [protein=hypothetical protein] [protein_id=EGP92790.1] [location=complement(83873..84103)] [gbkey=CDS],0.08,0.09333333333333334,0.06666666666666667,0.02666666666666667,0.013333333333333334,0.04,0.05333333333333334,0.04,0.02666666666666667,0.05333333333333334,0.09333333333333334,0.04,0.013333333333333334,0.013333333333333334,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.05333333333333334,0.02666666666666667,0.06666666666666667
lcl|CM001196.1_cds_EGP92789.1_2 [locus_tag=MYCGRDRAFT_88584] [db_xref=JGIDB:Mycgr3_88584] [protein=hypothetical protein] [protein_id=EGP92789.1] [location=complement(110070..111032)] [gbkey=CDS],0.06269592476489028,0.07210031347962383,0.03134796238244514,0.08463949843260188,0.0219435736677116,0.04075235109717868,0.10031347962382445,0.08463949843260188,0.025078369905956112,0.07523510971786834,0.0877742946708464,0.012539184952978056,0.03134796238244514,0.03134796238244514,0.03134796238244514,0.07836990595611286,0.05956112852664577,0.018808777429467086,0.02821316614420063,0.0219435736677116
"lcl|CM001196.1_cds_EGP90807.1_3 [locus_tag=MYCGRDRAFT_88585] [db_xref=InterPro:IPR000637,JGIDB:Mycgr3_88585] [protein=hypothetical protein] [protein_id=EGP90807.1] [location=join(112306..116224,116953..117149)] [gbkey=CDS]",0.12700729927007298,0.06496350364963503,0.025547445255474453,0.051824817518248176,0.0072992700729927005,0.04452554744525548,0.06861313868613139,0.04671532846715328,0.01897810218978102,0.032846715328467155,0.06788321167883211,0.07153284671532846,0.010948905109489052,0.02335766423357664,0.09197080291970802,0.10948905109489052,0.060583941605839416,0.0072992700729927005,0.010948905109489052,0.05766423357664233
"lcl|CM001196.1_cds_EGP92788.1_4 [locus_tag=MYCGRDRAFT_88586] [db_xref=JGIDB:Mycgr3_88586] [protein=hypothetical protein] [protein_id=EGP92788.1] [location=complement(join(117450..117922,118058..118320,118452..118798))] [gbkey=CDS]",0.06685236768802229,0.03899721448467967,0.04735376044568245,0.06406685236768803,0.008356545961002786,0.04735376044568245,0.03064066852367688,0.0947075208913649,0.03064066852367688,0.04735376044568245,0.052924791086350974,0.022284122562674095,0.016713091922005572,0.03064066852367688,0.11142061281337047,0.09749303621169916,0.0584958217270195,0.025069637883008356,0.06128133704735376,0.04735376044568245
"lcl|CM001196.1_cds_EGP90808.1_5 [locus_tag=MYCGRDRAFT_51803] [db_xref=InterPro:IPR000571,JGIDB:Mycgr3_51803] [protein=hypothetical protein] [protein_id=EGP90808.1] [location=120041..120670] [gbkey=CDS]",0.0625,0.09134615384615384,0.0625,0.0625,0.057692307692307696,0.028846153846153848,0.08173076923076923,0.04807692307692308,0.028846153846153848,0.03365384615384615,0.0673076923076923,0.057692307692307696,0.009615384615384616,0.04807692307692308,0.052884615384615384,0.0673076923076923,0.03365384615384615,0.009615384615384616,0.052884615384615384,0.04326923076923077
"lcl|CM001196.1_cds_EGP90809.1_6 [locus_tag=MYCGRDRAFT_64857] [db_xref=InterPro:IPR007832,JGIDB:Mycgr3_64857] [protein=hypothetical protein] [protein_id=EGP90809.1] [location=join(123050..123643,123764..124219)] [gbkey=CDS]",0.08908045977011494,0.05459770114942529,0.02586206896551724,0.06321839080459771,0.014367816091954023,0.040229885057471264,0.08045977011494253,0.0603448275862069,0.022988505747126436,0.05747126436781609,0.08620689655172414,0.06321839080459771,0.008620689655172414,0.03735632183908046,0.04310344827586207,0.07471264367816093,0.06321839080459771,0.017241379310344827,0.022988505747126436,0.07471264367816093
"lcl|CM001196.1_cds_EGP90810.1_8 [gene=CSN5] [locus_tag=MYCGRDRAFT_51814] [db_xref=InterPro:IPR000555,JGIDB:Mycgr3_51814] [protein=26S proteasome regulatory complex] [protein_id=EGP90810.1] [location=join(127316..127384,128113..128363,128417..129161)] [gbkey=CDS]",0.07365439093484419,0.05099150141643059,0.039660056657223795,0.053824362606232294,0.0056657223796034,0.04815864022662889,0.0679886685552408,0.11614730878186968,0.025495750708215296,0.0453257790368272,0.08498583569405099,0.05099150141643059,0.0453257790368272,0.019830028328611898,0.039660056657223795,0.04815864022662889,0.06232294617563739,0.0084985835694051,0.0226628895184136,0.0906515580736544
"lcl|CM001196.1_cds_EGP92785.1_10 [locus_tag=MYCGRDRAFT_88592] [db_xref=InterPro:IPR007867,JGIDB:Mycgr3_88592] [protein=hypothetical protein] [protein_id=EGP92785.1] [location=complement(join(132334..132494,132758..133296,133366..133440,133734..133763,133968..134113))] [gbkey=CDS]",0.08888888888888889,0.09841269841269841,0.009523809523809525,0.050793650793650794,0.02857142857142857,0.025396825396825397,0.044444444444444446,0.09523809523809523,0.047619047619047616,0.031746031746031744,0.09523809523809523,0.015873015873015872,0.015873015873015872,0.022222222222222223,0.047619047619047616,0.07936507936507936,0.07936507936507936,0.025396825396825397,0.025396825396825397,0.07301587301587302
lcl|CM001196.1_cds_EGP90811.1_12 [locus_tag=MYCGRDRAFT_101983] [db_xref=JGIDB:Mycgr3_101983] [protein=hypothetical protein] [protein_id=EGP90811.1] [location=136333..136869] [gbkey=CDS],0.06779661016949153,0.10734463276836158,0.03389830508474576,0.04519774011299435,0.022598870056497175,0.03389830508474576,0.0847457627118644,0.05649717514124294,0.022598870056497175,0.03954802259887006,0.07344632768361582,0.022598870056497175,0.03954802259887006,0.011299435028248588,0.062146892655367235,0.11299435028248588,0.07344632768361582,0.011299435028248588,0,0.07909604519774012
"lcl|CM001196.1_cds_EGP92783.1_13 [locus_tag=MYCGRDRAFT_31341] [db_xref=JGIDB:Mycgr3_31341] [protein=hypothetical protein] [protein_id=EGP92783.1] [location=complement(join(138344..138670,138730..139570,139627..139978,140045..140192))] [gbkey=CDS]",0.08483754512635379,0.04693140794223827,0.032490974729241874,0.052346570397111915,0.01263537906137184,0.036101083032490974,0.0703971119133574,0.09566787003610108,0.02527075812274368,0.03429602888086643,0.0740072202166065,0.05776173285198556,0.021660649819494584,0.03429602888086643,0.0631768953068592,0.06498194945848375,0.05595667870036101,0.021660649819494584,0.03429602888086643,0.0812274368231047
