seq_id,value
lcl|CP017623.1_cds_AOW25705.1_1 [locus_tag=CAALFM_C100020CA] [db_xref=CGD:CAL0000184345] [protein=hypothetical protein] [protein_id=AOW25705.1] [location=complement(4409..4720)] [gbkey=CDS],52.666946918023484
lcl|CP017623.1_cds_AOW25706.1_2 [locus_tag=CAALFM_C100030CA] [db_xref=CGD:CAL0000177679] [protein=hypothetical protein] [protein_id=AOW25706.1] [location=complement(8597..8908)] [gbkey=CDS],52.90872818633123
lcl|CP017623.1_cds_AOW25707.1_3 [gene=CTA2] [locus_tag=CAALFM_C100040WA] [db_xref=CGD:CAL0000191731] [protein=Cta2p] [protein_id=AOW25707.1] [location=10718..11485] [gbkey=CDS],49.190897696435655
lcl|CP017623.1_cds_AOW25708.1_4 [gene=TUP1] [locus_tag=CAALFM_C100060WA] [db_xref=CGD:CAL0000186393] [protein=chromatin-silencing transcriptional regulator] [protein_id=AOW25708.1] [location=12163..13701] [gbkey=CDS],47.0211843241749
"lcl|CP017623.1_cds_AOW25709.1_5 [gene=MVD] [locus_tag=CAALFM_C100070WA] [db_xref=CGD:CAL0000181620] [protein=diphosphomevalonate decarboxylase] [protein_id=AOW25709.1] [location=join(13778..13816,13868..14917)] [gbkey=CDS]",52.09227069233167
lcl|CP017623.1_cds_AOW25710.1_6 [gene=RCA1] [locus_tag=CAALFM_C100080CA] [db_xref=CGD:CAL0000191329] [protein=Rca1p] [protein_id=AOW25710.1] [location=complement(14910..15761)] [gbkey=CDS],50.95347782864319
lcl|CP017623.1_cds_AOW25711.1_7 [locus_tag=CAALFM_C100090WA] [db_xref=CGD:CAL0000185968] [protein=hypothetical protein] [protein_id=AOW25711.1] [location=15595..16116] [gbkey=CDS],52.53102081078609
lcl|CP017623.1_cds_AOW25712.1_8 [locus_tag=CAALFM_C100100CA] [db_xref=CGD:CAL0000197186] [protein=cardiolipin synthase] [protein_id=AOW25712.1] [location=complement(16600..17328)] [gbkey=CDS],47.63460022541343
lcl|CP017623.1_cds_AOW25713.1_9 [gene=CCT8] [locus_tag=CAALFM_C100110WA] [db_xref=CGD:CAL0000175759] [protein=chaperonin-containing T-complex subunit] [protein_id=AOW25713.1] [location=17338..18960] [gbkey=CDS],50.533107975410175
lcl|CP017623.1_cds_AOW25714.1_10 [gene=TRP1] [locus_tag=CAALFM_C100120CA] [db_xref=CGD:CAL0000186853] [protein=phosphoribosylanthranilate isomerase] [protein_id=AOW25714.1] [location=complement(18948..19628)] [gbkey=CDS],51.95816273173059
lcl|CP017623.1_cds_AOW25715.1_11 [gene=VPS53] [locus_tag=CAALFM_C100130CA] [db_xref=CGD:CAL0000194290] [protein=Vps53p] [protein_id=AOW25715.1] [location=complement(19615..21714)] [gbkey=CDS],48.21342760297472
