seq_id	ENC	CAI	FOP	GC	GC3s	tAI
lcl|MCFH01000001.1_cds_ORX60739.1_1 [locus_tag=BCR36DRAFT_438714] [db_xref=JGIDB:Pirfi3_438714] [protein=hypothetical protein] [protein_id=ORX60739.1] [location=join(26739..26930,27778..28570,28728..28864)] [gbkey=CDS]	50.81438552175349	0.5519968373936927	0.41456582633053224	0.29301075268817206	0.2857142857142857	0.42932442216500083
lcl|MCFH01000001.1_cds_ORX60740.1_2 [locus_tag=BCR36DRAFT_365333] [db_xref=JGIDB:Pirfi3_365333] [protein=hypothetical protein] [protein_id=ORX60740.1] [location=join(29027..29334,29502..29682,29717..29728)] [gbkey=CDS]	41.25187683276014	0.7067019002006578	0.4049079754601227	0.2383838383838384	0.15950920245398773	0.42938183204177816
lcl|MCFH01000001.1_cds_ORX60741.1_3 [locus_tag=BCR36DRAFT_272354] [db_xref=JGIDB:Pirfi3_272354] [protein=hypothetical protein] [protein_id=ORX60741.1] [location=complement(100702..101625)] [gbkey=CDS]	47.86835226743209	0.6088768508787243	0.4533333333333333	0.3213507625272331	0.19666666666666666	0.4392177203679841
lcl|MCFH01000001.1_cds_ORX60742.1_4 [locus_tag=BCR36DRAFT_438862] [db_xref=JGIDB:Pirfi3_438862] [protein=hypothetical protein] [protein_id=ORX60742.1] [location=complement(112928..113851)] [gbkey=CDS]	41.48412233696815	0.7301467470669888	0.43521594684385384	0.24074074074074073	0.09966777408637874	0.4412931523220033
lcl|MCFH01000001.1_cds_ORX60743.1_5 [locus_tag=BCR36DRAFT_438865] [db_xref=InterPro:IPR001878,JGIDB:Pirfi3_438865] [protein=hypothetical protein] [protein_id=ORX60743.1] [location=complement(114164..114832)] [gbkey=CDS]	45.33330016681687	0.7462428216832527	0.3411214953271028	0.21568627450980393	0.13551401869158877	0.43488110175983946
lcl|MCFH01000001.1_cds_ORX60744.1_6 [locus_tag=BCR36DRAFT_340527] [db_xref=InterPro:IPR010472,InterPro:IPR010473,InterPro:IPR015425,JGIDB:Pirfi3_340527] [protein=FH2-domain-containing protein] [protein_id=ORX60744.1] [location=complement(join(190620..193495,193538..194246,194354..194998,195082..195831,195916..196158))] [gbkey=CDS]	38.170391676531466	0.7132315291385188	0.49940828402366866	0.3433007475560667	0.1289940828402367	0.4411758938649553
lcl|MCFH01000001.1_cds_ORX60746.1_8 [locus_tag=BCR36DRAFT_340536] [db_xref=InterPro:IPR000439,JGIDB:Pirfi3_340536] [protein=60S ribosomal protein L15] [protein_id=ORX60746.1] [location=complement(210823..211437)] [gbkey=CDS]	35.334479802078455	0.5381205754030011	0.8442211055276382	0.47126436781609193	0.4020100502512563	0.43391653636501604
lcl|MCFH01000001.1_cds_ORX60747.1_9 [locus_tag=BCR36DRAFT_407752] [db_xref=InterPro:IPR001715,JGIDB:Pirfi3_407752] [protein=hypothetical protein] [protein_id=ORX60747.1] [location=join(213868..213898,214190..214325,214456..214522,214600..214686,214809..214826,214925..215020,215104..215265)] [gbkey=CDS]	40.22916316836309	0.7167447286010499	0.675392670157068	0.34348561759729274	0.225130890052356	0.43423022920337806
lcl|MCFH01000001.1_cds_ORX60748.1_10 [locus_tag=BCR36DRAFT_407753] [db_xref=JGIDB:Pirfi3_407753] [protein=hypothetical protein] [protein_id=ORX60748.1] [location=join(217054..217383,217669..217720,217884..218151,218283..218504,218634..218685,218818..218958,219426..220103)] [gbkey=CDS]	42.33388611288051	0.73579512978639	0.40641711229946526	0.24237190558434082	0.14260249554367202	0.44192184776906673
lcl|MCFH01000001.1_cds_ORX60749.1_11 [locus_tag=BCR36DRAFT_340543] [db_xref=JGIDB:Pirfi3_340543] [protein=hypothetical protein] [protein_id=ORX60749.1] [location=complement(220899..221711)] [gbkey=CDS]	45.79993359494061	0.696764462218937	0.34615384615384615	0.23915737298636927	0.1423076923076923	0.43744786670155544
