seq_id	ENC	CAI	FOP	GC	GC3s	tAI
lcl|CM001196.1_cds_EGP92790.1_1 [locus_tag=MYCGRDRAFT_32211] [db_xref=JGIDB:Mycgr3_32211] [protein=hypothetical protein] [protein_id=EGP92790.1] [location=complement(83873..84103)] [gbkey=CDS]	48.06047740554657	0.7930688849594252	0.42857142857142855	0.5555555555555556	0.6285714285714286	0.8530956348573693
lcl|CM001196.1_cds_EGP92789.1_2 [locus_tag=MYCGRDRAFT_88584] [db_xref=JGIDB:Mycgr3_88584] [protein=hypothetical protein] [protein_id=EGP92789.1] [location=complement(110070..111032)] [gbkey=CDS]	52.25714298475319	0.766835783994605	0.5478547854785478	0.554858934169279	0.6501650165016502	0.8574057981440354
lcl|CM001196.1_cds_EGP90807.1_3 [locus_tag=MYCGRDRAFT_88585] [db_xref=InterPro:IPR000637,JGIDB:Mycgr3_88585] [protein=hypothetical protein] [protein_id=EGP90807.1] [location=join(112306..116224,116953..117149)] [gbkey=CDS]	56.20512976080336	0.7774698930169136	0.46022304832713756	0.5732360097323601	0.5970260223048327	0.8567419229782731
lcl|CM001196.1_cds_EGP92788.1_4 [locus_tag=MYCGRDRAFT_88586] [db_xref=JGIDB:Mycgr3_88586] [protein=hypothetical protein] [protein_id=EGP92788.1] [location=complement(join(117450..117922,118058..118320,118452..118798))] [gbkey=CDS]	53.41126990832906	0.7587641688049447	0.45348837209302323	0.5459610027855153	0.5668604651162791	0.8567498436462915
lcl|CM001196.1_cds_EGP90808.1_5 [locus_tag=MYCGRDRAFT_51803] [db_xref=InterPro:IPR000571,JGIDB:Mycgr3_51803] [protein=hypothetical protein] [protein_id=EGP90808.1] [location=120041..120670] [gbkey=CDS]	48.549179053683964	0.8158259416507821	0.5931372549019608	0.5689102564102564	0.7549019607843137	0.8427242418094708
lcl|CM001196.1_cds_EGP90809.1_6 [locus_tag=MYCGRDRAFT_64857] [db_xref=InterPro:IPR007832,JGIDB:Mycgr3_64857] [protein=hypothetical protein] [protein_id=EGP90809.1] [location=join(123050..123643,123764..124219)] [gbkey=CDS]	47.92199282051792	0.7915365643427366	0.5575221238938053	0.5622605363984674	0.6548672566371682	0.8568089841231905
lcl|CM001196.1_cds_EGP90810.1_8 [gene=CSN5] [locus_tag=MYCGRDRAFT_51814] [db_xref=InterPro:IPR000555,JGIDB:Mycgr3_51814] [protein=26S proteasome regulatory complex] [protein_id=EGP90810.1] [location=join(127316..127384,128113..128363,128417..129161)] [gbkey=CDS]	48.9739575784783	0.7990057200351948	0.562874251497006	0.5722379603399433	0.6766467065868264	0.8575431012752927
lcl|CM001196.1_cds_EGP92785.1_10 [locus_tag=MYCGRDRAFT_88592] [db_xref=InterPro:IPR007867,JGIDB:Mycgr3_88592] [protein=hypothetical protein] [protein_id=EGP92785.1] [location=complement(join(132334..132494,132758..133296,133366..133440,133734..133763,133968..134113))] [gbkey=CDS]	51.266618404194496	0.7357010343556863	0.4105960264900662	0.5724867724867725	0.5496688741721855	0.8468341549839746
lcl|CM001196.1_cds_EGP90811.1_12 [locus_tag=MYCGRDRAFT_101983] [db_xref=JGIDB:Mycgr3_101983] [protein=hypothetical protein] [protein_id=EGP90811.1] [location=136333..136869] [gbkey=CDS]	52.47512970046457	0.7860026709371822	0.4880952380952381	0.5856873822975518	0.6309523809523809	0.849596368463337
lcl|CM001196.1_cds_EGP92783.1_13 [locus_tag=MYCGRDRAFT_31341] [db_xref=JGIDB:Mycgr3_31341] [protein=hypothetical protein] [protein_id=EGP92783.1] [location=complement(join(138344..138670,138730..139570,139627..139978,140045..140192))] [gbkey=CDS]	55.48527828827041	0.7516344757192971	0.46226415094339623	0.5523465703971119	0.5886792452830188	0.8551229425152409
